COMMAND,Client,Origin,PWD,"QD_CIPHER","QD_LTM",SessionID,TTY,USER,UserID,"_raw","_time",action,activeThreads,app,bytes,bytesRequested,bytesdiscarded,candidates,classloader,cleared,contextid,count,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",db,default,dest,"dest_host","dest_nt_domain",durationms,dynamicThreshold,enqueued,euid,eventtype,free,from,host,id,idlems,index,intervalms,lastid,lastname,linecount,"macro_fragmented",maxThreshold,name,"non_tlh",objects,"pam_module","pam_module_type",percent,pid,process,punct,reference,ruser,source,sourcetype,"splunk_server","splunk_server_group",src,"src_ip","src_user",success,system,systemtimems,tag,"tag::app","tag::eventtype","tag::sourcetype",tenureage,tenuremask,threadId,threadName,threads,tiltratio,timeendpos,timems,timestamp,timestartpos,tlh,total,totalBytes,totalBytesRequested,type,uid,unit,"unix_category","unix_group",user,usertimems,"vendor_action","vendor_product"
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:624)","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:644)","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:793)","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:16:040 CDT] 000000d3 SystemErr     R org.apache.kafka.common.KafkaException: Failed to construct kafka consumer","2020-10-28T13:43:16.040+0000",,,,,,,,,,,,8,28,43,october,16,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________....:_____",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	... 5 more","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t...__",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:706)","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.ClientUtils.parseAndValidateAddresses(ClientUtils.java:66)","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.....(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R Caused by: org.apache.kafka.common.config.ConfigException: No resolvable bootstrap urls given in bootstrap.servers","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]_________:_.....:_______.",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	at java.lang.Thread.run(Thread.java:811)","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_...(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.run(IISEventKafkaConsumer.java:79)","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.startConsumption(IISEventKafkaConsumer.java:118)","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:624)","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:644)","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:793)","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:14:875 CDT] 000000d4 SystemErr     R org.apache.kafka.common.KafkaException: Failed to construct kafka consumer","2020-10-28T13:43:14.875+0000",,,,,,,,,,,,8,28,43,october,14,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________....:_____",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"2020-10-28 08:43:13,379 WARN com.ibm.datastage.runtime.resmonapp.RTManager.IsResTrackAppRunning(RTManager.java:1183) - ResTrackApp process is not running: 0","2020-10-28T13:43:13.379+0000",,,,,,,,,,,,8,28,43,october,13,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"--_::,__......(.:)_-_____:_",,,"/opt/IBM/InformationServer/Server/DSODB/logs/ResMonApp-20201007110517088.log","ResMonApp-2","vpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,24,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x sssd[be[surescripts.int]]: Warning: user would have been denied GPO-based logon access if the ad_gpo_access_control option were set to enforcing mode.","2020-10-28T13:43:11.000+0000",,,Warning,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,,,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,Warning,"__::_-_[[.]]:_:______-___________.",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,Warning
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x sssd[be[surescripts.int]]: Warning: user would have been denied GPO-based logon access if the ad_gpo_access_control option were set to enforcing mode.","2020-10-28T13:43:11.000+0000",,,Warning,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,,,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,Warning,"__::_-_[[.]]:_:______-___________.",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,Warning
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x su: (to svc_dsvdm) chuluu.ujiyediin on none","2020-10-28T13:43:11.000+0000",,,,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,,,,,,,,,,,"vpl-dstg0007x",,,os,,,,1,,,,,,,,,,su,"__::_-_:_(_)_.__",,,"/var/log/messages",syslog,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x su: (to svc_dsvdm) chuluu.ujiyediin on none","2020-10-28T13:43:11.000+0000",,,,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,,,,,,,,,,,"vpl-dstg0007x",,,os,,,,1,,,,,,,,,,su,"__::_-_:_(_)_.__",,,"/var/log/messages",syslog,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x su: pam_unix(su:session): session closed for user svc_dsvdm","2020-10-28T13:43:11.000+0000",success,,su,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,"TA-linux_secure",,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,su,session,,,su,"__::_-_:_(:):_____",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,"svc_dsvdm",,closed,su
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x su: pam_unix(su:session): session opened for user svc_dsvdm by (uid=0)","2020-10-28T13:43:11.000+0000",success,,su,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,"TA-linux_secure linux_secure_auth",,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,su,session,,,su,"__::_-_:_(:):_______(=)",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,authentication,,authentication,,,,,,,,16,,,0,,,,,,0,,"all_hosts",default,"svc_dsvdm",,opened,su
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x su: pam_unix(su:session): session closed for user svc_dsvdm","2020-10-28T13:43:11.000+0000",success,,su,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,"TA-linux_secure",,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,su,session,,,su,"__::_-_:_(:):_____",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,"svc_dsvdm",,closed,su
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x su: pam_unix(su:session): session opened for user svc_dsvdm by (uid=0)","2020-10-28T13:43:11.000+0000",success,,su,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,"TA-linux_secure linux_secure_auth",,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,su,session,,,su,"__::_-_:_(:):_______(=)",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,authentication,,authentication,,,,,,,,16,,,0,,,,,,0,,"all_hosts",default,"svc_dsvdm",,opened,su
,,,,,,,,,,"Oct 28 08:43:11 vpl-dstg0007x su: pam_unix(su:session): session closed for user svc_dsvdm","2020-10-28T13:43:11.000+0000",success,,su,,,,,,,,,8,28,43,october,11,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,"TA-linux_secure",,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,su,session,,,su,"__::_-_:_(:):_____",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,"svc_dsvdm",,closed,su
,,,,could,,,,,,"Oct 28 08:43:10 mpl-dstg0007x telegraf: 2020-10-28T13:43:10Z E! [agent] Error writing to outputs.influxdb: could not write any address","2020-10-28T13:43:10.000+0000",,,,,,,,,,,,8,28,43,october,10,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[]____.:_____",,,"/var/log/messages",syslog,"vpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,"/localhost:8086]:",,,,,"Oct 28 08:43:10 mpl-dstg0007x telegraf: 2020-10-28T13:43:10Z E! [outputs.influxdb] when writing to [http://localhost:8086]: Post http://localhost:8086/write?db=telegraf: dial tcp 127.0.0.1:8086: connect: connection refused","2020-10-28T13:43:10.000+0000",,,,,,,,,,,,8,28,43,october,10,wednesday,2020,local,"telegraf:",,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[.]____[://:]:__://:/?=:___...::_:",,,"/var/log/messages",syslog,"vpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:10 mpl-dstg0007x telegraf: 2020-10-28T13:43:10Z W! [outputs.influxdb] Metric buffer overflow; 54 metrics have been dropped","2020-10-28T13:43:10.000+0000",,,,,,,,,,,,8,28,43,october,10,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[.]___;_____",,,"/var/log/messages",syslog,"vpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:10 vpl-dstg0007x su: (to svc_dsvdm) chuluu.ujiyediin on none","2020-10-28T13:43:10.000+0000",,,,,,,,,,,,8,28,43,october,10,wednesday,2020,local,,,,,,,,,,,,,"vpl-dstg0007x",,,os,,,,1,,,,,,,,,,su,"__::_-_:_(_)_.__",,,"/var/log/messages",syslog,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:10 vpl-dstg0007x su: (to svc_dsvdm) chuluu.ujiyediin on none","2020-10-28T13:43:10.000+0000",,,,,,,,,,,,8,28,43,october,10,wednesday,2020,local,,,,,,,,,,,,,"vpl-dstg0007x",,,os,,,,1,,,,,,,,,,su,"__::_-_:_(_)_.__",,,"/var/log/messages",syslog,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:10 vpl-dstg0007x su: pam_unix(su:session): session opened for user svc_dsvdm by (uid=0)","2020-10-28T13:43:10.000+0000",success,,su,,,,,,,,,8,28,43,october,10,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,"TA-linux_secure linux_secure_auth",,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,su,session,,,su,"__::_-_:_(:):_______(=)",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,authentication,,authentication,,,,,,,,16,,,0,,,,,,0,,"all_hosts",default,"svc_dsvdm",,opened,su
,,,,,,,,,,"Wed Oct 28 07:43:10 GMT-06:00 2020 RequestParseHandler created.
Fatal Parsing Error Occurred:Premature end of file.
Fatal Parsing Error Occurred:Premature end of file.
Could not write to subscriber socket.
Received malformed xml syntax... Closing Connection to Conductor...Premature end of file.
SAXParseException... Closing Connection to Client...Premature end of file.
org.xml.sax.SAXParseException: Premature end of file.org.xml.sax.SAXParseException: Premature end of file.
	at org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source)	at org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source)
	at ConsumerRequestReaderThread.run(ConsumerRequestReaderThread.java:232)	at ProducerInputReaderThread.run(ProducerInputReaderThread.java:110)","2020-10-28T13:43:10.000+0000",,,,,,,,,,,,7,28,43,october,10,wednesday,2020,"-360",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,9,,,,,,,,,,,"___::_-:___.___:___.___:___._____.___...____...___",,,"/opt/IBM/InformationServer/Server/PXEngine/java/JobMonApp.log",JobMonApp,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,34,,,4,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:10 vpl-dstg0007x su: pam_unix(su:session): session closed for user svc_dsvdm","2020-10-28T13:43:10.000+0000",success,,su,,,,,,,,,8,28,43,october,10,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,"TA-linux_secure",,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,su,session,,,su,"__::_-_:_(:):_____",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,"svc_dsvdm",,closed,su
,,,,,,,,,,"Wed Oct 28 07:43:10 GMT-06:00 2020 ResponseParseHandler created.","2020-10-28T13:43:10.000+0000",,,,,,,,,,,,7,28,43,october,10,wednesday,2020,"-360",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"___::_-:___.",,,"/opt/IBM/InformationServer/Server/PXEngine/java/JobMonApp.log",JobMonApp,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,34,,,4,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:10 vpl-dstg0007x su: pam_unix(su:session): session opened for user svc_dsvdm by (uid=0)","2020-10-28T13:43:10.000+0000",success,,su,,,,,,,,,8,28,43,october,10,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,"TA-linux_secure linux_secure_auth",,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,su,session,,,su,"__::_-_:_(:):_______(=)",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,authentication,,authentication,,,,,,,,16,,,0,,,,,,0,,"all_hosts",default,"svc_dsvdm",,opened,su
,,,,,,,,,,"Wed Oct 28 07:43:10 GMT-06:00 2020 ResponseParseHandler created.","2020-10-28T13:43:10.000+0000",,,,,,,,,,,,7,28,43,october,10,wednesday,2020,"-360",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"___::_-:___.",,,"/opt/IBM/InformationServer/Server/PXEngine/java/JobMonApp.log",JobMonApp,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,34,,,4,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:10 vpl-dstg0007x sssd[be[surescripts.int]]: Warning: user would have been denied GPO-based logon access if the ad_gpo_access_control option were set to enforcing mode.","2020-10-28T13:43:10.000+0000",,,Warning,,,,,,,,,8,28,43,october,10,wednesday,2020,local,,,"vpl-dstg0007x.surescripts.int","vpl-dstg0007x.surescripts.int",,,,,,,,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,Warning,"__::_-_[[.]]:_:______-___________.",,,"/var/log/secure","linux_secure","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,Warning
,,,,,,,,,,"USERNAME        LINE        HOSTNAME                                  TIME","2020-10-28T13:43:08.000+0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,,"__________________________________________________",,,who,who,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,,,none,,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:01 mpl-dstg0007x systemd: Starting Session 54740 of user root.","2020-10-28T13:43:01.000+0000",,,,,,,,,,,,8,28,43,october,1,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,systemd,"__::_-_:______.",,,"/var/log/messages",syslog,"vpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:01 mpl-dstg0007x systemd: Started Session 54740 of user root.","2020-10-28T13:43:01.000+0000",,,,,,,,,,,,8,28,43,october,1,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,systemd,"__::_-_:______.",,,"/var/log/messages",syslog,"vpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,"usr/lib64/sa/sa1",,,,,"Oct 28 08:43:01 mpl-dstg0007x CROND[3845]: (root) CMD (/usr/lib64/sa/sa1 1 1)","2020-10-28T13:43:01.000+0000",,,,,,,,,,,,8,28,43,october,1,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,3845,CROND,"__::_-_[]:_()__(////__)",,,"/var/log/cron",syslog,"vpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"<exclusive-end id=""484786"" timestamp=""2020-10-28T08:43:00.632"" durationms=""6.236"" />","2020-10-28T13:43:00.632+0000",,,,,,,,,,,,8,28,43,october,0,wednesday,2020,local,,,,,,"6.236",,,,,,,"mpl-dstg0007x.surescripts.int",484786,,datastage,,,,1,,,,,,,,,,,"<-_=""""_=""--::.""_="".""_/>",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/verbosegc.001.log",verbosegc,"vpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,61,,"2020-10-28T08:43:00.632",38,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"<af-end id=""484785"" timestamp=""2020-10-28T08:43:00.632"" threadId=""0000000005E80F60"" success=""true"" from=""nursery""/>","2020-10-28T13:43:00.632+0000",,,,,,,,,,,,8,28,43,october,0,wednesday,2020,local,,,,,,,,,,,,nursery,"mpl-dstg0007x.surescripts.int",484785,,datastage,,,,1,,,,,,,,,,,"<-_=""""_=""--::.""_=""""_=""""_=""""/>",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/verbosegc.001.log",verbosegc,"vpl-spin0004x.surescripts.ext",,,,,true,,,,,,,,,0000000005E80F60,,,,54,,"2020-10-28T08:43:00.632",31,,,,,,,,"all_hosts",default,,,,
